title,location,subcity,bedrooms,bathrooms,size_sqm,furnished,price_etb,description
"Rent a 2-bedroom home located in Kolfe. 83 square metres, well laid out. Features a private water tank. Well maintained and secure.",Kolfe,Kolfe,2.0,1.0,82.9,False,25000.0,"Rent a 2-bedroom home located in Kolfe. 83 square metres, well laid out. Features a private water tank. Well maintained and secure."
"Apartment with 2 bedrooms in Arada, now available. 115 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",Arada,Arada,2.0,2.0,115.4,False,43000.0,"Apartment with 2 bedrooms in Arada, now available. 115 square metres, well laid out. Features a private water tank. Ideal for families or professionals."
"1-bedroom unit in Kolfe for long-term rental. 80 square metres, well laid out. Features a private water tank. Comes with a backup generator. Well maintained and secure.",Kolfe,Kolfe,1.0,1.0,79.7,False,25000.0,"1-bedroom unit in Kolfe for long-term rental. 80 square metres, well laid out. Features a private water tank. Comes with a backup generator. Well maintained and secure."
2-bedroom apartment in Arada available for rent. Floor space of 77 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.,Arada,Arada,2.0,1.0,77.3,False,29000.0,2-bedroom apartment in Arada available for rent. Floor space of 77 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.
"Apartment with 3 bedrooms in Kirkos, now available. About 105 square metres of living space. Well maintained apartment. Close to schools and markets.",Kirkos,Kirkos,3.0,2.0,104.7,False,42500.0,"Apartment with 3 bedrooms in Kirkos, now available. About 105 square metres of living space. Well maintained apartment. Close to schools and markets."
"Apartment with 1 bedrooms in Yeka, now available. Floor space of 61 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.",Yeka,Yeka,1.0,1.0,61.4,False,21500.0,"Apartment with 1 bedrooms in Yeka, now available. Floor space of 61 square metres. Features a private water tank. Quiet neighbourhood with good access to transport."
"3-bedroom apartment in Yeka available for rent. 110 square metres, well laid out. Features a private water tank. Comes with a backup generator. Close to schools and markets.",Yeka,Yeka,3.0,2.0,109.8,False,42500.0,"3-bedroom apartment in Yeka available for rent. 110 square metres, well laid out. Features a private water tank. Comes with a backup generator. Close to schools and markets."
Rent a 5-bedroom home located in Kolfe. About 144 square metres of living space. Comes with a backup generator. Ideal for families or professionals.,Kolfe,Kolfe,5.0,3.0,143.6,False,48000.0,Rent a 5-bedroom home located in Kolfe. About 144 square metres of living space. Comes with a backup generator. Ideal for families or professionals.
4-bedroom unit in Bole for long-term rental. Floor space of 135 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.,Bole,Bole,4.0,2.0,135.3,False,57000.0,4-bedroom unit in Bole for long-term rental. Floor space of 135 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.
4-bedroom apartment in Bole available for rent. About 147 square metres of living space. Furnished and ready to move in. Close to schools and markets.,Bole,Bole,4.0,2.0,147.4,False,70500.0,4-bedroom apartment in Bole available for rent. About 147 square metres of living space. Furnished and ready to move in. Close to schools and markets.
5-bedroom unit in Bole for long-term rental. Floor space of 136 square metres. Features a private water tank. Well maintained and secure.,Bole,Bole,5.0,3.0,136.2,False,62500.0,5-bedroom unit in Bole for long-term rental. Floor space of 136 square metres. Features a private water tank. Well maintained and secure.
4-bedroom apartment in Bole available for rent. Floor space of 116 square metres. Comes with a backup generator. Ideal for families or professionals.,Bole,Bole,4.0,3.0,116.5,False,54500.0,4-bedroom apartment in Bole available for rent. Floor space of 116 square metres. Comes with a backup generator. Ideal for families or professionals.
4-bedroom unit in Kolfe for long-term rental. Floor space of 124 square metres. Features a private water tank. Close to schools and markets.,Kolfe,Kolfe,4.0,2.0,124.2,False,39500.0,4-bedroom unit in Kolfe for long-term rental. Floor space of 124 square metres. Features a private water tank. Close to schools and markets.
"Apartment with 5 bedrooms in Kirkos, now available. Floor space of 147 square metres. Well maintained apartment. Close to schools and markets.",Kirkos,Kirkos,5.0,3.0,146.8,False,61500.0,"Apartment with 5 bedrooms in Kirkos, now available. Floor space of 147 square metres. Well maintained apartment. Close to schools and markets."
1-bedroom unit in Addis Ketema for long-term rental. Floor space of 88 square metres. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,Addis Ketema,Addis Ketema,1.0,1.0,88.0,False,26500.0,1-bedroom unit in Addis Ketema for long-term rental. Floor space of 88 square metres. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.
"Apartment with 5 bedrooms in Bole, now available. About 164 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.",Bole,Bole,5.0,3.0,164.0,False,83000.0,"Apartment with 5 bedrooms in Bole, now available. About 164 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals."
"2-bedroom unit in Nifas Silk for long-term rental. 97 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.",Nifas Silk,Nifas Silk,2.0,1.0,97.3,False,35500.0,"2-bedroom unit in Nifas Silk for long-term rental. 97 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals."
"Rent a 4-bedroom home located in Kirkos. 127 square metres, well laid out. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",Kirkos,Kirkos,4.0,3.0,126.8,False,61000.0,"Rent a 4-bedroom home located in Kirkos. 127 square metres, well laid out. Furnished and ready to move in. Quiet neighbourhood with good access to transport."
5-bedroom apartment in Kirkos available for rent. About 149 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.,Kirkos,Kirkos,5.0,3.0,148.6,False,62000.0,5-bedroom apartment in Kirkos available for rent. About 149 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.
3-bedroom unit in Lidetta for long-term rental. About 91 square metres of living space. Features a private water tank. Ideal for families or professionals.,Lidetta,Lidetta,3.0,2.0,90.6,False,30000.0,3-bedroom unit in Lidetta for long-term rental. About 91 square metres of living space. Features a private water tank. Ideal for families or professionals.
"Apartment with 1 bedrooms in Addis Ketema, now available. Floor space of 73 square metres. Features a private water tank. Close to schools and markets.",Addis Ketema,Addis Ketema,1.0,1.0,73.4,False,20000.0,"Apartment with 1 bedrooms in Addis Ketema, now available. Floor space of 73 square metres. Features a private water tank. Close to schools and markets."
2-bedroom unit in Lidetta for long-term rental. Floor space of 92 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.,Lidetta,Lidetta,2.0,1.0,91.9,False,25000.0,2-bedroom unit in Lidetta for long-term rental. Floor space of 92 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.
"3-bedroom apartment in Yeka available for rent. 123 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",Yeka,Yeka,3.0,2.0,123.4,False,43500.0,"3-bedroom apartment in Yeka available for rent. 123 square metres, well laid out. Features a private water tank. Ideal for families or professionals."
5-bedroom unit in Yeka for long-term rental. Floor space of 150 square metres. Well maintained apartment. Close to schools and markets.,Yeka,Yeka,5.0,3.0,149.5,False,54000.0,5-bedroom unit in Yeka for long-term rental. Floor space of 150 square metres. Well maintained apartment. Close to schools and markets.
"Apartment with 5 bedrooms in Nifas Silk, now available. 150 square metres, well laid out. Comes with a backup generator. Well maintained and secure.",Nifas Silk,Nifas Silk,5.0,3.0,150.3,False,53500.0,"Apartment with 5 bedrooms in Nifas Silk, now available. 150 square metres, well laid out. Comes with a backup generator. Well maintained and secure."
Rent a 3-bedroom home located in Yeka. About 110 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.,Yeka,Yeka,3.0,1.0,110.0,False,39000.0,Rent a 3-bedroom home located in Yeka. About 110 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.
"Rent a 5-bedroom home located in Gulele. 163 square metres, well laid out. Comes with a backup generator. Well maintained and secure.",Gulele,Gulele,5.0,3.0,162.7,False,54000.0,"Rent a 5-bedroom home located in Gulele. 163 square metres, well laid out. Comes with a backup generator. Well maintained and secure."
"Apartment with 3 bedrooms in Nifas Silk, now available. About 90 square metres of living space. Comes with a backup generator. Ideal for families or professionals.",Nifas Silk,Nifas Silk,3.0,2.0,90.4,False,33500.0,"Apartment with 3 bedrooms in Nifas Silk, now available. About 90 square metres of living space. Comes with a backup generator. Ideal for families or professionals."
Rent a 3-bedroom home located in Arada. About 117 square metres of living space. Well maintained apartment. Well maintained and secure.,Arada,Arada,3.0,1.0,116.8,False,43000.0,Rent a 3-bedroom home located in Arada. About 117 square metres of living space. Well maintained apartment. Well maintained and secure.
Rent a 5-bedroom home located in Kolfe. Floor space of 152 square metres. Features a private water tank. Well maintained and secure.,Kolfe,Kolfe,5.0,3.0,151.8,False,49000.0,Rent a 5-bedroom home located in Kolfe. Floor space of 152 square metres. Features a private water tank. Well maintained and secure.
"4-bedroom apartment in Gulele available for rent. 117 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",Gulele,Gulele,4.0,3.0,117.3,False,40500.0,"4-bedroom apartment in Gulele available for rent. 117 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport."
"Apartment with 3 bedrooms in Bole, now available. 83 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",Bole,Bole,3.0,2.0,83.0,False,39000.0,"Apartment with 3 bedrooms in Bole, now available. 83 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport."
3-bedroom apartment in Bole available for rent. Floor space of 106 square metres. Furnished and ready to move in. Close to schools and markets.,Bole,Bole,3.0,1.0,106.4,False,50500.0,3-bedroom apartment in Bole available for rent. Floor space of 106 square metres. Furnished and ready to move in. Close to schools and markets.
"Apartment with 4 bedrooms in Nifas Silk, now available. Floor space of 147 square metres. Well maintained apartment. Close to schools and markets.",Nifas Silk,Nifas Silk,4.0,3.0,147.4,False,48000.0,"Apartment with 4 bedrooms in Nifas Silk, now available. Floor space of 147 square metres. Well maintained apartment. Close to schools and markets."
"Rent a 4-bedroom home located in Arada. 150 square metres, well laid out. Well maintained apartment. Close to schools and markets.",Arada,Arada,4.0,2.0,150.1,False,56000.0,"Rent a 4-bedroom home located in Arada. 150 square metres, well laid out. Well maintained apartment. Close to schools and markets."
3-bedroom apartment in Yeka available for rent. Floor space of 112 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.,Yeka,Yeka,3.0,3.0,112.3,False,42000.0,3-bedroom apartment in Yeka available for rent. Floor space of 112 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.
1-bedroom apartment in Kirkos available for rent. About 88 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.,Kirkos,Kirkos,1.0,1.0,87.5,False,31500.0,1-bedroom apartment in Kirkos available for rent. About 88 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.
"1-bedroom apartment in Kolfe available for rent. 64 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",Kolfe,Kolfe,1.0,1.0,63.5,False,19000.0,"1-bedroom apartment in Kolfe available for rent. 64 square metres, well laid out. Features a private water tank. Ideal for families or professionals."
"Rent a 1-bedroom home located in Kolfe. 75 square metres, well laid out. Features a private water tank. Close to schools and markets.",Kolfe,Kolfe,1.0,1.0,75.4,False,21500.0,"Rent a 1-bedroom home located in Kolfe. 75 square metres, well laid out. Features a private water tank. Close to schools and markets."
"Apartment with 3 bedrooms in Nifas Silk, now available. Floor space of 103 square metres. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure.",Nifas Silk,Nifas Silk,3.0,1.0,102.6,False,42500.0,"Apartment with 3 bedrooms in Nifas Silk, now available. Floor space of 103 square metres. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure."
Rent a 4-bedroom home located in Kirkos. Floor space of 124 square metres. Well maintained apartment. Ideal for families or professionals.,Kirkos,Kirkos,4.0,2.0,123.8,False,51000.0,Rent a 4-bedroom home located in Kirkos. Floor space of 124 square metres. Well maintained apartment. Ideal for families or professionals.
5-bedroom apartment in Yeka available for rent. About 144 square metres of living space. Comes with a backup generator. Well maintained and secure.,Yeka,Yeka,5.0,3.0,143.9,False,55500.0,5-bedroom apartment in Yeka available for rent. About 144 square metres of living space. Comes with a backup generator. Well maintained and secure.
2-bedroom unit in Arada for long-term rental. Floor space of 61 square metres. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,Arada,Arada,2.0,1.0,61.3,False,32500.0,2-bedroom unit in Arada for long-term rental. Floor space of 61 square metres. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Quiet neighbourhood with good access to transport.
"Apartment with 4 bedrooms in Yeka, now available. 145 square metres, well laid out. Comes with a backup generator. Well maintained and secure.",Yeka,Yeka,4.0,2.0,145.4,False,52500.0,"Apartment with 4 bedrooms in Yeka, now available. 145 square metres, well laid out. Comes with a backup generator. Well maintained and secure."
4-bedroom apartment in Nifas Silk available for rent. About 122 square metres of living space. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure.,Nifas Silk,Nifas Silk,4.0,2.0,122.3,False,51500.0,4-bedroom apartment in Nifas Silk available for rent. About 122 square metres of living space. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure.
1-bedroom unit in Gulele for long-term rental. About 54 square metres of living space. Well maintained apartment. Close to schools and markets.,Gulele,Gulele,1.0,1.0,54.4,False,15500.0,1-bedroom unit in Gulele for long-term rental. About 54 square metres of living space. Well maintained apartment. Close to schools and markets.
2-bedroom unit in Bole for long-term rental. About 72 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.,Bole,Bole,2.0,1.0,71.8,False,30000.0,2-bedroom unit in Bole for long-term rental. About 72 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.
2-bedroom apartment in Bole available for rent. Floor space of 84 square metres. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,Bole,Bole,2.0,1.0,83.5,False,41000.0,2-bedroom apartment in Bole available for rent. Floor space of 84 square metres. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.
5-bedroom unit in Yeka for long-term rental. About 173 square metres of living space. Well maintained apartment. Well maintained and secure.,Yeka,Yeka,5.0,3.0,173.2,False,60500.0,5-bedroom unit in Yeka for long-term rental. About 173 square metres of living space. Well maintained apartment. Well maintained and secure.
5-bedroom unit in Akaky Kaliti for long-term rental. About 177 square metres of living space. Features a private water tank. Ideal for families or professionals.,Akaky Kaliti,Akaky Kaliti,5.0,3.0,177.1,False,50000.0,5-bedroom unit in Akaky Kaliti for long-term rental. About 177 square metres of living space. Features a private water tank. Ideal for families or professionals.
5-bedroom unit in Nifas Silk for long-term rental. About 132 square metres of living space. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.,Nifas Silk,Nifas Silk,5.0,3.0,132.1,False,50500.0,5-bedroom unit in Nifas Silk for long-term rental. About 132 square metres of living space. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.
Rent a 3-bedroom home located in Bole. About 104 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,Bole,Bole,3.0,2.0,103.7,False,53000.0,Rent a 3-bedroom home located in Bole. About 104 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.
Rent a 3-bedroom home located in Akaky Kaliti. Floor space of 96 square metres. Features a private water tank. Close to schools and markets.,Akaky Kaliti,Akaky Kaliti,3.0,2.0,95.6,False,29000.0,Rent a 3-bedroom home located in Akaky Kaliti. Floor space of 96 square metres. Features a private water tank. Close to schools and markets.
2-bedroom apartment in Arada available for rent. Floor space of 98 square metres. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,Arada,Arada,2.0,1.0,97.9,False,40000.0,2-bedroom apartment in Arada available for rent. Floor space of 98 square metres. Furnished and ready to move in. Quiet neighbourhood with good access to transport.
4-bedroom unit in Arada for long-term rental. Floor space of 133 square metres. Features a private water tank. Well maintained and secure.,Arada,Arada,4.0,2.0,133.4,False,53000.0,4-bedroom unit in Arada for long-term rental. Floor space of 133 square metres. Features a private water tank. Well maintained and secure.
1-bedroom apartment in Akaky Kaliti available for rent. Floor space of 56 square metres. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.,Akaky Kaliti,Akaky Kaliti,1.0,1.0,56.4,False,18500.0,1-bedroom apartment in Akaky Kaliti available for rent. Floor space of 56 square metres. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.
"Rent a 2-bedroom home located in Bole. 87 square metres, well laid out. Well maintained apartment. Well maintained and secure.",Bole,Bole,2.0,1.0,86.9,False,35000.0,"Rent a 2-bedroom home located in Bole. 87 square metres, well laid out. Well maintained apartment. Well maintained and secure."
1-bedroom apartment in Yeka available for rent. Floor space of 58 square metres. Features a private water tank. Close to schools and markets.,Yeka,Yeka,1.0,1.0,58.3,False,20500.0,1-bedroom apartment in Yeka available for rent. Floor space of 58 square metres. Features a private water tank. Close to schools and markets.
"3-bedroom apartment in Nifas Silk available for rent. 127 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",Nifas Silk,Nifas Silk,3.0,2.0,127.4,False,41500.0,"3-bedroom apartment in Nifas Silk available for rent. 127 square metres, well laid out. Features a private water tank. Ideal for families or professionals."
"Rent a 2-bedroom home located in Yeka. 93 square metres, well laid out. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure.",Yeka,Yeka,2.0,1.0,92.6,False,37500.0,"Rent a 2-bedroom home located in Yeka. 93 square metres, well laid out. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure."
Rent a 1-bedroom home located in Gulele. About 72 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.,Gulele,Gulele,1.0,1.0,72.0,False,21500.0,Rent a 1-bedroom home located in Gulele. About 72 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.
Rent a 2-bedroom home located in Yeka. About 54 square metres of living space. Well maintained apartment. Close to schools and markets.,Yeka,Yeka,2.0,1.0,54.0,False,20000.0,Rent a 2-bedroom home located in Yeka. About 54 square metres of living space. Well maintained apartment. Close to schools and markets.
5-bedroom apartment in Bole available for rent. Floor space of 151 square metres. Well maintained apartment. Close to schools and markets.,Bole,Bole,5.0,3.0,151.2,False,66000.0,5-bedroom apartment in Bole available for rent. Floor space of 151 square metres. Well maintained apartment. Close to schools and markets.
Rent a 3-bedroom home located in Yeka. Floor space of 133 square metres. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,Yeka,Yeka,3.0,2.0,133.0,False,51000.0,Rent a 3-bedroom home located in Yeka. Floor space of 133 square metres. Furnished and ready to move in. Quiet neighbourhood with good access to transport.
"Apartment with 5 bedrooms in Kirkos, now available. 168 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Close to schools and markets.",Kirkos,Kirkos,5.0,3.0,167.9,False,80500.0,"Apartment with 5 bedrooms in Kirkos, now available. 168 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Close to schools and markets."
5-bedroom apartment in Bole available for rent. Floor space of 130 square metres. Features a private water tank. Well maintained and secure.,Bole,Bole,5.0,3.0,129.8,False,60500.0,5-bedroom apartment in Bole available for rent. Floor space of 130 square metres. Features a private water tank. Well maintained and secure.
5-bedroom unit in Bole for long-term rental. Floor space of 148 square metres. Features a private water tank. Furnished and ready to move in. Close to schools and markets.,Bole,Bole,5.0,3.0,148.2,False,77000.0,5-bedroom unit in Bole for long-term rental. Floor space of 148 square metres. Features a private water tank. Furnished and ready to move in. Close to schools and markets.
"2-bedroom apartment in Lidetta available for rent. 72 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",Lidetta,Lidetta,2.0,1.0,71.6,False,20500.0,"2-bedroom apartment in Lidetta available for rent. 72 square metres, well laid out. Well maintained apartment. Ideal for families or professionals."
"Apartment with 5 bedrooms in Kirkos, now available. Floor space of 172 square metres. Well maintained apartment. Ideal for families or professionals.",Kirkos,Kirkos,5.0,3.0,172.5,False,70000.0,"Apartment with 5 bedrooms in Kirkos, now available. Floor space of 172 square metres. Well maintained apartment. Ideal for families or professionals."
"5-bedroom unit in Kirkos for long-term rental. 155 square metres, well laid out. Well maintained apartment. Close to schools and markets.",Kirkos,Kirkos,5.0,3.0,154.9,False,64000.0,"5-bedroom unit in Kirkos for long-term rental. 155 square metres, well laid out. Well maintained apartment. Close to schools and markets."
5-bedroom apartment in Bole available for rent. Floor space of 143 square metres. Features a private water tank. Well maintained and secure.,Bole,Bole,5.0,3.0,142.8,False,65000.0,5-bedroom apartment in Bole available for rent. Floor space of 143 square metres. Features a private water tank. Well maintained and secure.
2-bedroom unit in Kirkos for long-term rental. Floor space of 86 square metres. Furnished and ready to move in. Well maintained and secure.,Kirkos,Kirkos,2.0,1.0,86.4,False,38000.0,2-bedroom unit in Kirkos for long-term rental. Floor space of 86 square metres. Furnished and ready to move in. Well maintained and secure.
"Apartment with 2 bedrooms in Yeka, now available. About 55 square metres of living space. Well maintained apartment. Close to schools and markets.",Yeka,Yeka,2.0,1.0,54.7,False,20000.0,"Apartment with 2 bedrooms in Yeka, now available. About 55 square metres of living space. Well maintained apartment. Close to schools and markets."
Rent a 3-bedroom home located in Nifas Silk. Floor space of 95 square metres. Well maintained apartment. Ideal for families or professionals.,Nifas Silk,Nifas Silk,3.0,1.0,95.0,False,30500.0,Rent a 3-bedroom home located in Nifas Silk. Floor space of 95 square metres. Well maintained apartment. Ideal for families or professionals.
5-bedroom apartment in Yeka available for rent. Floor space of 152 square metres. Features a private water tank. Furnished and ready to move in. Well maintained and secure.,Yeka,Yeka,5.0,3.0,152.4,False,65500.0,5-bedroom apartment in Yeka available for rent. Floor space of 152 square metres. Features a private water tank. Furnished and ready to move in. Well maintained and secure.
"Rent a 5-bedroom home located in Lidetta. 162 square metres, well laid out. Well maintained apartment. Close to schools and markets.",Lidetta,Lidetta,5.0,3.0,162.1,False,48500.0,"Rent a 5-bedroom home located in Lidetta. 162 square metres, well laid out. Well maintained apartment. Close to schools and markets."
"Apartment with 3 bedrooms in Akaky Kaliti, now available. 85 square metres, well laid out. Features a private water tank. Close to schools and markets.",Akaky Kaliti,Akaky Kaliti,3.0,1.0,84.7,False,25500.0,"Apartment with 3 bedrooms in Akaky Kaliti, now available. 85 square metres, well laid out. Features a private water tank. Close to schools and markets."
"Apartment with 1 bedrooms in Bole, now available. 59 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Well maintained and secure.",Bole,Bole,1.0,2.0,59.4,False,30500.0,"Apartment with 1 bedrooms in Bole, now available. 59 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Well maintained and secure."
3-bedroom unit in Bole for long-term rental. About 120 square metres of living space. Well maintained apartment. Ideal for families or professionals.,Bole,Bole,3.0,2.0,120.1,False,50000.0,3-bedroom unit in Bole for long-term rental. About 120 square metres of living space. Well maintained apartment. Ideal for families or professionals.
4-bedroom unit in Bole for long-term rental. Floor space of 113 square metres. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,Bole,Bole,4.0,3.0,112.6,False,58500.0,4-bedroom unit in Bole for long-term rental. Floor space of 113 square metres. Furnished and ready to move in. Quiet neighbourhood with good access to transport.
3-bedroom unit in Nifas Silk for long-term rental. Floor space of 111 square metres. Features a private water tank. Close to schools and markets.,Nifas Silk,Nifas Silk,3.0,2.0,110.8,False,37500.0,3-bedroom unit in Nifas Silk for long-term rental. Floor space of 111 square metres. Features a private water tank. Close to schools and markets.
2-bedroom apartment in Bole available for rent. About 87 square metres of living space. Comes with a backup generator. Well maintained and secure.,Bole,Bole,2.0,1.0,86.8,False,37500.0,2-bedroom apartment in Bole available for rent. About 87 square metres of living space. Comes with a backup generator. Well maintained and secure.
2-bedroom apartment in Lidetta available for rent. Floor space of 107 square metres. Well maintained apartment. Ideal for families or professionals.,Lidetta,Lidetta,2.0,1.0,106.6,False,28000.0,2-bedroom apartment in Lidetta available for rent. Floor space of 107 square metres. Well maintained apartment. Ideal for families or professionals.
"1-bedroom apartment in Kolfe available for rent. 61 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",Kolfe,Kolfe,1.0,1.0,61.2,False,18500.0,"1-bedroom apartment in Kolfe available for rent. 61 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport."
2-bedroom unit in Kolfe for long-term rental. About 84 square metres of living space. Well maintained apartment. Well maintained and secure.,Kolfe,Kolfe,2.0,2.0,83.9,False,25000.0,2-bedroom unit in Kolfe for long-term rental. About 84 square metres of living space. Well maintained apartment. Well maintained and secure.
4-bedroom unit in Arada for long-term rental. About 140 square metres of living space. Well maintained apartment. Close to schools and markets.,Arada,Arada,4.0,3.0,140.3,False,54500.0,4-bedroom unit in Arada for long-term rental. About 140 square metres of living space. Well maintained apartment. Close to schools and markets.
"Rent a 2-bedroom home located in Addis Ketema. 70 square metres, well laid out. Features a private water tank. Close to schools and markets.",Addis Ketema,Addis Ketema,2.0,1.0,70.1,False,22000.0,"Rent a 2-bedroom home located in Addis Ketema. 70 square metres, well laid out. Features a private water tank. Close to schools and markets."
5-bedroom apartment in Bole available for rent. Floor space of 149 square metres. Well maintained apartment. Close to schools and markets.,Bole,Bole,5.0,3.0,149.3,False,65500.0,5-bedroom apartment in Bole available for rent. Floor space of 149 square metres. Well maintained apartment. Close to schools and markets.
1-bedroom apartment in Kirkos available for rent. About 58 square metres of living space. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.,Kirkos,Kirkos,1.0,1.0,58.5,False,28500.0,1-bedroom apartment in Kirkos available for rent. About 58 square metres of living space. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.
"Apartment with 3 bedrooms in Kirkos, now available. 106 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure.",Kirkos,Kirkos,3.0,1.0,106.3,False,53000.0,"Apartment with 3 bedrooms in Kirkos, now available. 106 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure."
"Rent a 3-bedroom home located in Akaky Kaliti. 118 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",Akaky Kaliti,Akaky Kaliti,3.0,2.0,118.2,False,41000.0,"Rent a 3-bedroom home located in Akaky Kaliti. 118 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Quiet neighbourhood with good access to transport."
5-bedroom unit in Nifas Silk for long-term rental. About 159 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,Nifas Silk,Nifas Silk,5.0,2.0,158.6,False,61500.0,5-bedroom unit in Nifas Silk for long-term rental. About 159 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.
5-bedroom unit in Kolfe for long-term rental. Floor space of 143 square metres. Features a private water tank. Ideal for families or professionals.,Kolfe,Kolfe,5.0,2.0,143.0,False,46000.0,5-bedroom unit in Kolfe for long-term rental. Floor space of 143 square metres. Features a private water tank. Ideal for families or professionals.
Rent a 3-bedroom home located in Bole. Floor space of 110 square metres. Furnished and ready to move in. Close to schools and markets.,Bole,Bole,3.0,2.0,109.6,False,53000.0,Rent a 3-bedroom home located in Bole. Floor space of 110 square metres. Furnished and ready to move in. Close to schools and markets.
4-bedroom apartment in Addis Ketema available for rent. About 148 square metres of living space. Comes with a backup generator. Ideal for families or professionals.,Addis Ketema,Addis Ketema,4.0,2.0,147.9,False,44000.0,4-bedroom apartment in Addis Ketema available for rent. About 148 square metres of living space. Comes with a backup generator. Ideal for families or professionals.
"Rent a 4-bedroom home located in Arada. 120 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",Arada,Arada,4.0,2.0,120.0,False,47000.0,"Rent a 4-bedroom home located in Arada. 120 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport."
"3-bedroom unit in Arada for long-term rental. 110 square metres, well laid out. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.",Arada,Arada,3.0,2.0,109.7,False,51000.0,"3-bedroom unit in Arada for long-term rental. 110 square metres, well laid out. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals."
